actor_1_name,actor_1_facebook_likes
Jack Lord,275
Ingrid Bolsø Berdal,466
Ashley Laurence,209
Robin Givens,420
Naomi Nishida,3
Claudiu Trandafir,169
Cynthia Myers,46
Neville Brand,110
Al Gore,68
Richard Jaeckel,102
Keith Richards,426
Alex Lawther,47
Eric Schlosser,3
Robert Amaya,264
Julia Garner,300
Jenny Slate,457
Michael O'Keefe,238
Lou Adler,19
Natasha Gregson Wagner,104
Anne Heche,695
Phyllis Diller,659
Saul Williams,38
Frank Gerrish,81
Manoj Bajpayee,186
Dian Bachar,203
Scandar Copti,13
Cara Seymour,71
AJ Michalka,559
Herman Koto,3
Marv Albert,7
Rufus Graham,3
Tom Hamann,24
Brian Whitaker,8
Patsy Kensit,231
Louis Mustillo,71
James Gunn,571
Emily Baldoni,261
Alexia Rasmussen,171
Paul Blackthorne,645
Vanilla Ice,361
Mariel Hemingway,288
Andrea Vergara,9
Ayesha Omar,5
Lauren C. Mayhew,157
Eddie Albert,196
Janette Armand,37
Germán Alcarazu,0
Marlene Forte,395
Sticky Fingaz,207
Anslem Richardson,59
Alexander Vlahos,334
Pierre Dulat,17
Chloe Rose,40
Shona Kay,211
Katia Winter,371
David DeLuise,275
Gia Mantegna,413
Mike Colter,569
Robert Kennedy Jr.,28
Vlad Ivanov,60
Brian Dorton,171
G.J. Echternkamp,8
David Gallagher,796
Reza Sixo Safai,127
Melonie Diaz,270
Donnie Dunagan,12
Rian Bishop,140
Christophe Cherki,0
Janel Parrish,517
D. David Morin,234
Johnny Harris,146
Christopher Berry,207
Leila Hatami,712
Stephen McCole,11
Ken Leung,502
Todd Field,143
Francis Lederer,20
Melora Walters,188
Hilda Bernard,5
Tom Guiry,262
Eion Bailey,749
Kurt Angle,217
Stig Frode Henriksen,16
Larry Bagby,115
Alan Pietruszewski,93
Katy Helvenston-Wettengal,0
Fred Armisen,424
Larry King,135
Jake Ryan,128
Stefania Sandrelli,90
Christel Khalil,72
Nichola Burley,233
Jennifer Lee Wiggins,134
Arthur Agee,6
Christopher Toler,23
Bruce Altman,67
Kara Hayward,524
Tristan Mack Wilds,519
Akima,282
Robinne Lee,170
Steffinnie Phrommany,320
Lee Armstrong,511
Dave Fennoy,338
Madison Lintz,385
Lorraine Ziff,21000
Edward Everett Horton,172
Joshua Leonard,170
Jimi Hendrix,227
Barry Dennen,29
David A.R. White,266
Matthew Feeney,20
Angela Nordeng,371
Garba Touré,0
Colin Andrews,0
Félix Moati,8
Spela Colja,0
Ken Bevel,153
Pant Shirt Baba,0
Peter Breck,189
Saul Stein,10
Hoke Howell,23
Eva Carrozza,0
Bill Clinton,184
Vince McMahon,44
Lincoln Hoppe,24
Zubaida Sahar,0
Peter Riegert,169
Ari Gold,27
Big Budah,34
LisaRaye McCoy,485
Ricky Jay,79
Minoru Chiaki,8
Greg Speirs,9
Tina Louise,422
Jake Sandvig,172
Jack Plotnick,248
Amber Benson,326
Whitney Able,280
Joanne Whalley,507
Ann Dowd,185
Christa B. Allen,533
Zheng Xu,4
Jacques Brel,27
Rai Alexandra,0
Bruce Vilanch,244
John McGlothlin,492
Tim Abell,317
Christian Alvarez,15
Randy Jay Burrell,402
Jennifer Landa,41
Joel Paul Reisig,431
Sarah Callan,0
Jeff Delaney,169
Mark Torgl,11
George T. Odom,12
Nicholas Farrell,89
Dennis L.A. White,251
Lloyd Kaufman,365
Cheyenne Jackson,469
Dick Powell,105
Jack Canfield,2
Taylor Nichols,74
Frida Hallgren,24
Ace Marrero,94
Eve Plumb,235
Ashley Palmer,109
Jay Adams,20
Jesse Garcia,200
Sue Corcoran,14
Jonathan Caouette,20
Chris Cox,31
Paul Elia,709
David Warbeck,22
Ron Lynch,11
Andrew Daly,171
Jeff Seymour,64
Roshan Seth,61
Michelle Nolden,100
Ingrid Thulin,132
Mae Marsh,22
DeForest Kelley,606
Bessie Love,28
Betsy Baker,66
Nora Arnezeder,378
Joe Bishop,0
Steve James,96
Ellen Block,0
Tracy Spiridakos,821
Natalie Welch,3
Lee J. Cobb,259
Alan Hale,114
Mary Tsoni,37
Gary Coleman,633
Janet McTeer,277
Zinedine Soualem,9
Mark Caven,16
Lucy,44
Anna Karina,257
Beatrice Ntuba,0
Gloria Foster,99
Eli Marienthal,157
Eddie Jones,53
Alexander Wraith,119
Elizabeth Stenholt,503
Wilhelm von Homburg,102
Joanna Cassidy,317
Pierre Prieur,0
Carmen Argenziano,338
Matt Servitto,260
Jason Tobin,26
Mike White,487
Rizwan Manji,89
Nicholas Simmons,553
Bill Martone,2
Anne Archer,249
Charlie Bewley,487
Clint Jordan,8
Gus Van Sant,835
James Norton,340
Flaco Navaja,64
Natalie Canerday,32
Luke Mably,438
Samantha Buck,24
Mark Hengst,168
Lorne Cardinal,53
Marty Lindsey,115
Derek Brandon,168
Kate Flannery,219
June Lockhart,427
Steve Duin,0
Brit Morgan,206
Dana Blackstone,96
Renée Adorée,12
Jacob Zachar,185
Brock Baker,297
James Lance,161
Vivian Lamolli,755
Donald Austin,0
Nancy Ison,12
Cecil Kellaway,40
Steve Bisley,76
Alex Désert,135
Gian Maria Volontè,360
Gilbert Roland,85
Jasper Johal,0
Chris Thomas,21
Sebastian Schipper,20
Leo Rossi,90
Natasha Bedingfield,58
Stevan Mena,25
Adam Rifkin,89
Ryan Kennedy,165
Victoria Lachelle,18
Bertrand Cantat,0
Sylvia Eckhausen,0
Evelyn Jefferson,0
Jordan Bridges,194
Chase Masterson,189
Robert Turano,32
Robin Bartlett,79
Alex Emanuel,375
Amir Farrokh Hashemian,35
Chris New,75
Joie Lee,53
Stacie Evans,0
Ana Maria Guran,0
William Mapother,399
Joe Lev,54
Aaron Stanford,346
Markéta Irglová,96
Eugene Roche,23
Rowan Isaacson,2
Martin Compston,204
Bill Allen,36
Bill Melendez,36
Hugh Ducklow,0
Jesse Jane,366
Xinhua Jiang,0
Pat Boone,91
Hassan Johnson,180
Mike Birbiglia,128
Valentine,0
Macha Méril,7
Erin Bethea,150
Cassidy Gifford,40
Jack Nance,158
Johnnie Walker,2
Keenen Ivory Wayans,322
Chuck Mitchell,24
Brian Howe,76
Gabriela Castillo,134
Edmund McMillen,0
Adam Rayner,279
John Ireland,86
Hugh Mun,18
Trevor Howard,98
Dottie Alexander,0
Seth Ackerman,0
Clint Mansell,512
Meredith Scott Lynn,166
Tom Ardavany,184
Steve Diasparra,15
Amanda Kearsan,0
Jason Evers,16
Vincent Duvall,87
Courtney Bell,28
Michael McGlone,111
Shailene Garnett,19
Jeremy Sande,413
Chelse Swain,36
David Mersault,9
Olivia Cooke,680
Greg Aronowitz,20
Paul Eenhoorn,571
Eddie Rouse,61
Christa Miller,467
Johnny Walter,507
Patricia Raven,114
Thomas Brophy,132
Kirpatrick Thomas,17
Kate Dollenmayer,6
Ron Gelner,0
Tony Way,95
Brian O'Halloran,657
Bobby Kendall,0
Panchito Gómez,46
Richard Linklater,0
Mikaal Bates,25
Suzi Lorraine,184
Lisa Arnold,49
Alana Kaniewski,19
Olwenya Maina,19
Heather Burns,212
Jason Trost,91
Mink Stole,143
Béatrice Dalle,133
Nargess Mamizadeh,0
Michael Parle,5
Anna Nakagawa,13
Michael Cortez,20
Joe Coffey,98
Stanley B. Herman,194
David Sullivan,45
Edgar Tancangco,0
Peter Marquardt,20
John Considine,44
Caitlin FitzGerald,205
Daphne Zuniga,470
Valorie Curry,593
Maxwell Moody,0
Brian Herzlinger,23
Stephanie Sigman,161
Alan D. Purwin,2000
Nicole Scherzinger,718
Evan Parke,84
Gloria Stuart,794
Daniel Cudmore,560
B.J. Novak,825
Taika Waititi,326
Noel Clarke,928
Ralph Brown,140
Steve Bisley,77
Peter Sohn,113
Lydia Wilson,105
Tom McCarthy,310
Casper Crump,103
Zakes Mokae,60
Phyllis Smith,384
Sam Riley,846
Bipasha Basu,283
Jin Akanishi,982
Mary Kay Place,213
Thomas Robinson,604
Peter Scolari,267
Judd Hirsch,535
Carolyn Hennesy,191
Atsuko Maeda,12
Robert Capron,370
Ruth Negga,648
Laura Brent,59
Willow Smith,558
Dominic Monaghan,2000
Livvy Stubenrauch,490
Helmut Bakaitis,30
James Lipton,699
Niecy Nash,182
Lily James,502
Art Malik,162
Mike Bell,15
Matt Craven,256
Karan Brar,517
Zach Woods,322
Sebastian Roché,964
David Herman,233
Darlene Love,91
David Threlfall,168
John Diehl,184
Andy Richter,179
April Winchell,183
Amy Sedaris,397
August Diehl,282
Eddie Baroo,165
Della Reese,388
Ralph Ineson,159
Alfred Enoch,1000
Jeffrey Garcia,56
John Glover,409
Tabu,341
Christina Cox,567
Nicholas Elia,87
Teyonah Parris,157
Zoë Bell,1000
Rila Fukushima,929
Vanessa Hessler,141
Jeremy Howard,429
Amy Warren,13
Tim Heidecker,78
Archie Panjabi,884
Mini Anden,350
Stephanie March,322
Olly Alexander,116
Chad L. Coleman,741
Dwight Schultz,432
Madison McKinley,111
G.W. Bailey,421
Olga Fonda,544
Vanessa Matsui,40
Aramis Knight,430
Spencer Breslin,434
Philip Glenister,195
Michael Rispoli,385
Derek Jeter,107
Roma Maffia,383
Max Records,279
Troy Evans,120
Ingrid Bolsø Berdal,467
Ben Stein,227
Frank Dillane,571
Igal Naor,95
Patricia Velasquez,591
Shigeo Kobayashi,28
Roger Bart,465
Drake,916
Chris Barrie,240
Lou Romano,55
Matthew Modine,810
Harris Yulin,141
Al Roker,56
Kelly Keaton,117
Joey Slotnick,423
Kelly Lynch,466
June Foray,484
Michael Wright,249
Velibor Topic,84
Kim Delaney,281
Will.i.am,350
Lex Shrapnel,123
Sandahl Bergman,183
Rosemarie DeWitt,537
Jami Gertz,848
Fred Tatasciore,118
Hettienne Park,148
Sarah Parish,213
Lisa Bonet,619
Zoe Kazan,963
Karl Yune,210
Nikki Griffin,159
Jsu Garcia,172
Max Wright,87
Ellen Wong,719
Rekha Sharma,106
Miguel A. Núñez Jr.,271
Rakie Ayola,20
Katt Williams,615
Tom Hulce,521
Brian Steele,160
Anthony Reynolds,575
Andrew Bryniarski,390
Garrick Hagon,110
Dalip Singh,421
Nellie Sciutto,163
Paula Abdul,208
Kathryn Joosten,495
Charlie Cox,0
Sam Lloyd,159
William Abadie,38
Juan Riedinger,71
Michael Potts,67
Josh Robert Thompson,375
Zahn McClarnon,495
Jose Pablo Cantillo,502
Michael Brandon,87
Dick York,474
Russi Taylor,62
Josh Stamberg,102
Adrian Alonso,163
Rosalind Chao,129
Julie-Marie Parmentier,8
Bart the Bear,904
Bruce Thomas,183
Amy Brenneman,366
Madison Rothschild,210
John Topor,41
Andrea Di Stefano,30
Glenne Headly,231
Lotte Verbeek,612
Tom Sizemore,0
Penny Balfour,14
Rie Miyazawa,7
Jemima Rooper,212
Dylan Schombing,74
Ben Diskin,20
Niketa Calame,847
Melissa Sturm,18
Mo Gallini,771
Vanessa Lee Chester,227
Rita Davies,18
Jay Leno,241
Allen Covert,328
Paul Dooley,260
Barry Shabaka Henley,232
Charles Halford,218
Yvette Nicole Brown,446
Jud Tylor,15000
Damian Lewis,0
Christian Berkel,104
Sarah Steele,138
Azura Skye,193
Randall Duk Kim,99
Steve Byers,222
Ransford Doherty,759
Huey Lewis,215
Keegan-Michael Key,415
Tim McGraw,461
James Robinson,403
Marcia Wallace,433
Cristián de la Fuente,462
Oanh Nguyen,8
Conrad Vernon,48
Leila Arcieri,212
Franco Nero,576
Lyndie Greenwood,160
Michael Dorn,748
John Buffalo Mailer,17
Zach McGowan,423
Nathaniel Parker,271
Garcelle Beauvais,384
Celina Beach,66
Gaia Weiss,182
Aida Turturro,97
Stephen Merchant,681
Michael Gaston,135
Owen Teale,112
Reece Thompson,354
Andrea Savage,105
Stuart Wilson,94
William Devane,416
Janine Turner,369
Horatio Sanz,174
Yvonne Zima,263
Michael Kitchen,184
Jonah Bobo,539
Eugenie Bondurant,637
Tony Noble,25
Tom Goodman-Hill,221
Simon Chandler,16
Bob Peck,191
Sung-jun Yoo,7
Ice-T,867
Chelsea Handler,439
Haley Bennett,664
Drew Sidora,311
Nicky Naudé,73
Peter Krause,576
Eden Riegel,145
Jimmy Shubert,82
Rosa Salazar,240
Jaqueline Fleming,357
Jessalyn Gilsig,380
Judith Hill,6
Griffin Kane,175
Bill Hunter,226
John Hodgman,57
Kristen Connolly,751
Fred Williamson,767
Elaine Stritch,586
Ritchie Coster,107
Gemma Chan,288
Julian Kostov,864
Louis Ferreira,295
Wade Williams,300
Leleti Khumalo,204
Julia Duffy,210
Chi Muoi Lo,308
Joe Viterelli,236
Carrie Preston,652
Xzibit,218
Jacob Hopkins,77
Timothy West,82
Vanessa Marshall,68
Shawn Christian,196
Jamie Foreman,466
Tania Saulnier,102
Eddie Peng,22
Paolo Montalban,242
Stefan Kapicic,361
Keir O'Donnell,318
Caroline Rhea,271
Richard Crenna,349
Matt Bushell,110
Kevin Brown,727
Cynthia Nixon,479
Terry O'Neill,40
Mihalis Giannatos,58
Michael Bowen,348
Sam Anderson,194
Matthew Gray Gubler,639
Holland Taylor,458
Michael Chernus,186
James Karen,168
Haley Ramm,354
Chiaki Kuriyama,640
Gary Jones,72
Brion James,403
Kate Luyben,95
Paul McGann,243
Peter Polycarpou,34
Rex Linn,215
John Ashton,241
Ellen Barkin,552
Paterson Joseph,352
John Castle,67
Hugh Bonneville,518
David Walton,676
Jackie Cooper,420
David Backus,43
Matt O'Leary,303
Hill Harper,466
Kelvin Han Yee,681
Parker Sawyers,304
Mircea Monroe,634
Tom Dreesen,21
Rebecca Dayan,75
Victoria Smurfit,343
Rob Moran,79
Alia Shawkat,728
Bobby Block,21
Jon Stewart,593
Bonnie Hunt,597
Zach Mills,417
Herbert Russell,701
Mark L. Young,322
Michael Monks,58
Georgina Chapman,55
Nicola Walker,132
Conrad Goode,477
Chad Lowe,372
Reuben Langdon,144
Ana de la Reguera,679
Charles Martinet,283
Scott Lawrence,159
Gilbert R. Hill,174
Marcel Iures,258
Sven-Ole Thorsen,158
Taylor Dooley,717
Peter Youngblood Hills,39
Rain,72
Carmine Giovinazzo,432
John Lyons,5
Agnes Bruckner,401
Kelly Rowan,282
Richard Brake,163
Rita Wilson,323
Rachel Roberts,201
Rick Hoffman,581
Michelle Forbes,764
Aaron Hill,398
Jessica Collins,303
Raza Jaffrey,509
Rab Affleck,15
Grant Bowler,600
Willie Nelson,338
Josie Ho,77
Tom Sturridge,830
James Lew,215
Alison Doody,440
Matthew Macfadyen,0
Leland Orser,308
Mel Rodriguez,237
Steve Bacic,235
Mykelti Williamson,393
Michael Nardone,194
Gretchen Mol,600
Keith Hudson,23
Eric Peterson,59
Alissa Dean,807
Natalya Bondarchuk,12
George Cole,77
Crystal Lowe,319
Julia Jones,364
Jenny McCarthy,750
Heather Burns,213
Anita Briem,311
Robin Sachs,436
Steve Whitmire,84
Izabella Miko,560
Kris Marshall,548
Ian Richardson,140
Emilio Estefan Jr.,20
James Tumminia,443
William Lucking,132
Will Beinbrink,167
Ben Miller,252
Joe Komara,10000
Obba Babatundé,451
Nels Lennarson,19
Kristy Swanson,579
Man Li,10
James With,61
Unax Ugalde,50
Céline Sallette,114
Togo Igawa,104
Cliff Edwards,40
Chelsea Bond,16
Valerie Tian,135
Julia Sawalha,206
Charice,491
Mimi Rogers,292
David Eigenberg,395
Slash,412
Jared Burke,16
Anders Holm,365
Bob Hastings,253
Evan Jones,196
Mélissa Theuriau,6
J. Smith-Cameron,54
JoBeth Williams,296
William Bassett,225
Bruce Campbell,298
Dan Bilzerian,127
Rosie O'Donnell,251
Marcella Lentz-Pope,81
Sachiko Ishida,49
Wendy Crewson,249
Jason Douglas,175
Jane Curtin,257
Susan Ward,398
Cheryl Penland,4
Marisol Nichols,633
David Thornton,119
Shantel VanSanten,748
Sam Jaeger,389
Lino Facioli,177
Lindsay Sloane,465
Jonathan Morgan Heit,91
Jonathan Brewer,19
Ebon Moss-Bachrach,211
Joy Bryant,280
Scott Vance,235
Sean Connery,0
Jonathan Hyde,287
Jeremy Owen,57
Julene Renee,78
Shenae Grimes-Beech,687
Anthony Heald,173
Jesse James,235
Ione Skye,223
Daniel Brochu,12
Stephen Henderson,64
Vanessa Aspillaga,58
Jesse L. Martin,715
Angela Bettis,294
Carlease Burke,210
Marco Hofschneider,44
William Ragsdale,135
Lillo Brancato,353
Lauren Lee Smith,351
Oaklee Pendergast,284
Patricia Heaton,402
Jonathan Jackson,613
Troy Garity,167
Greg Collins,39
Kelly Ripa,379
Jasmine Trinca,87
Ashley Walters,173
Ljubomir Kerekes,2
Prabhas,72
Michael Hitchcock,279
Oscar Gale,785
Courtney Gains,559
Elvis Tsui,7
Kristen Johnston,501
Kari Matchett,280
Bill Nunn,182
Matthew Glave,108
David Clennon,145
Ted Markland,12
Leonor Varela,427
Bruce Goodchild,15
David Walliams,217
Nick Robinson,724
Owen Burke,206
Christopher James Baker,35
Anne Heche,644
Aleksey Serebryakov,30
Barbara Carrera,133
Mason Gamble,263
Omid Abtahi,387
Kwok-Kwan Chan,51
Reginald Ballard,64
Bruce Green,538
Rebecca Mader,505
Josh Segarra,213
Sherri Shepherd,278
Jordan Lund,25
Amanda Wyss,574
Judith Godrèche,80
Kiersey Clemons,190
Al Freeman Jr.,318
Mackenzie Aladjem,120
Mindy Kaling,766
Anne Heche,646
Jamie Hector,248
Kirsten Day,196
Joyce Van Patten,57
Ed Stoppard,95
Colin Stinton,23
Kevin Peter Hall,636
Sam J. Jones,455
Carmen Ejogo,374
Leon Rippy,229
Eros Vlahos,167
Joanna Lumley,973
Richard Cetrone,63
Pip Torrens,72
Richard Thomas,549
Marion Ross,418
Michael Beach,344
Michael Mosley,253
Alex Jennings,39
Wendell Pierce,458
Richard Brancatisano,174
Lysette Anthony,136
Christopher Rich,150
Jason Behr,505
Shawn Doyle,230
Ray Nicholas,105
Maurice Compte,120
Jade Kindar-Martin,6
Angus Macfadyen,448
Warren Brown,256
Rie Rasmussen,115
Isabelle Carré,45
Tobey Maguire,0
Eduard Fernández,7
Jacob Latimore,129
Melissa McMeekin,141
Hudson Leick,239
Sami Gayle,566
Yuria Nara,2
Hayley Lovitt,954
Vincent Perez,292
Tony Kgoroge,38
Joe Ochman,11
Dato Bakhtadze,48
Rachel Blanchard,491
Chris Ellis,178
Eddie Jemison,336
Robert John Burke,317
Susanne Lothar,50
Steve Bannos,460
Portia Doubleday,534
Russell Peters,355
Michael DeLorenzo,240
Holmes Osborne,83
Roberts Blossom,159
Yvette Nicole Brown,447
Simon Callow,239
Jean Louisa Kelly,320
Doug Cockle,24
Brian McNamara,125
Jayne Eastwood,90
Dillon Casey,281
Carel Struycken,436
Rodger Bumpass,217
Mike Colter,567
Yetta Gottesman,71
Melinda Dillon,252
Chris Lowell,940
Howard Hesseman,322
Daniel Rindress-Kay,7
Tracie Thoms,502
Jean Smart,329
Maria Thayer,344
Bonnie Somerville,246
Raphael Sbarge,362
Peter Sallis,100
Nellie McKay,37
Luisa Ranieri,22
Kate Capshaw,237
Facundo Lombard,357
Sanoe Lake,64
Danny Rhodes,77
Megan Franich,63
Method Man,362
Richard Dawson,384
John Macmillan,21
Jasika Nicole,439
Tom Kane,265
Katie Lowes,273
Huell Howser,69
Cheri Oteri,244
Graham Beckel,95
Dave Annable,642
Aisha Hinds,343
Hugh Dillon,431
Delphine Chanéac,559
Jordan Prentice,322
Robert Costanzo,130
Mark Camacho,40
Sandra Vergara,133
Christiana Leucas,165
Munro Chambers,353
Terence Maynard,120
Lynda Boyd,83
Björn Hlynur Haraldsson,51
Ned Bellamy,91
James Biberi,174
Lucy Boynton,135
Nicholas Tse,107
Jaycee Chan,187
Kathy Baker,313
Tyrone Keogh,11
Jemima West,432
Chiara Caselli,24
Tyler Hilton,154
Mark Williams,373
Jennifer Hall,89
Hannah Spearritt,363
Angel Coulby,566
Scott Weinger,631
R. Marcos Taylor,303
John Sessions,83
Enrique Iglesias,876
Reginald VelJohnson,541
Charlie Talbert,767
Demetri Martin,210
Kenneth Mitchell,250
Haruma Miura,47
Ann Talman,6
Gloria Reuben,186
Mimi Kirkland,325
Jeri Ryan,1000
Simon Woods,241
Tómas Lemarquis,114
Ben Chaplin,258
George Lopez,453
Tencho Gyalpo,0
Fenella Woolgar,87
Jeffrey Markle,228
Shaun Parkes,78
Jake McDorman,535
Ray Charles,326
Michael Rady,523
Peter McNicholl,3
Joyce Randolph,94
Tim Rose,137
Vanesa Tomasino,355
William Mapother,398
Paul Barber,57
Joseph Kaiser,3
David Harbour,313
Glenn Howerton,424
Wolfgang Preiss,14
Suzie Plakson,178
Brad Leland,67
Seth Meyers,307
Monica Keena,512
Jessica Wesson,26
Donald Sumpter,151
Hristo Shopov,113
Matthew Lawrence,711
Ahney Her,198
DeVaughn Nixon,164
Caroline Goodall,212
Jamie Blackley,203
Agnia Ditkovskite,48
Sara Stewart,127
Liza Lapira,387
Ernie Reyes Jr.,445
Charles Martin Smith,188
Hugh O'Conor,163
Billie Whitelaw,108
Jay R. Ferguson,204
Rebecca Gayheart,468
Kevin Breznahan,104
Nancy Cartwright,362
Gregory Alan Williams,367
Billy Aaron Brown,177
DMX,432
Steve Pemberton,100
Eric Cantona,240
Vince Corazza,71
James Whitmore,288
Victoria Beckham,199
Kylie Bunbury,370
Griffin Cleveland,81
Amy Stewart,28
James Read,165
Kate Harbour,3
Don McManus,98
Jacob Pitts,360
Tony Plana,223
Amanda Tilson,58
Sergio Calderón,49
Zena Grey,255
Jacob Young,111
Tara Fitzgerald,151
Chris Parnell,432
Pauline McLynn,70
Patrick St. Esprit,148
Peter Kwong,52
Alice Pol,8
James Patrick Stuart,251
Daniel Lapaine,92
Natasha Calis,309
Cathryn de Prume,354
Rhys Coiro,268
Richard Gant,120
Ted Wass,42
Kaylee DeFer,324
Craig Hall,50
Yûsuke Iseya,18
Michael Paré,492
Julie Adams,132
Igor Zaripov,31
James Tupper,240
Liya Kebede,232
Shawn Hatosy,407
Gilles Lellouche,92
Gil Birmingham,416
Jérôme Deschamps,0
Aleksandr Bashirov,7
Jack Hawkins,87
Wai-Keung Lau,55
Kevin Williamson,221
Lori Singer,304
Harry Shearer,161
Jennifer Schwalbach Smith,92
Theresa Merritt,227
Lolita Davidovich,197
A.J. Langer,254
Clive Revill,73
Derek Graf,11
Anthony Daniels,441
Theresa Randle,244
O.J. Simpson,144
Catherine Dent,99
Matt Letscher,105
Dell Yount,62
Oliver Stark,88
Lainie Kazan,249
Garrett Morris,424
James Bolam,57
Marie Gillain,64
Gaye Brown,30
Lillete Dubey,73
Alexandra Silber,23
Phil Leeds,71
Debra Monk,86
Colleen Haskell,182
Juhi Chawla,171
Ray McKinnon,287
Darwin Shaw,55
Shane Brolly,105
Julian Fellowes,266
Charles Keating,137
Grigoriy Dobrygin,100
Kyle Gass,110
Aries Spears,83
Jeremy Kemp,42
Anne-Marie Duff,231
Amidou,35
Fabrice Luchini,80
Dendrie Taylor,120
Gabriel Almirón,0
Alessandra Mastronardi,159
Kenneth Colley,216
Matt Hill,199
DeWayne Warren,39
Matt Schulze,447
Leslie Hope,149
Eddie Kaye Thomas,484
Sarah Wynter,186
Steve Harris,338
Joseph Mascolo,85
Ali Hillis,597
Hayley McFarland,697
Jose Pablo Cantillo,501
Ski Carr,165
Melissa Ordway,318
Jason Weaver,284
Romeo Miller,582
Tony Lo Bianco,109
Charles Mesure,349
Marc Macaulay,107
Ken Sansom,16
Aryana Engineer,602
Brian d'Arcy James,77
Alex Winter,636
Yvette Mimieux,160
Filippo Timi,101
Anneliese van der Pol,354
Dermot Crowley,51
María Botto,47
Francesca Rettondini,78
Jeff Perry,254
Skyler Samuels,429
Romi Aboulafia,22
Margaret Cho,270
Christine Lakin,518
Jasper Levine,24
Tiffany Lamb,16
Toby Hemingway,637
John Patrick Amedori,733
Jake Short,470
Tom Bower,107
John Gavin,285
Riki Lindhome,490
Billy Barty,281
Leo McKern,83
Dana Ivey,271
Qiu Yuen,59
Zak Orth,153
Bernie Sanders,173
Joe Cole,233
Lorna Raver,163
Jacky Ido,80
Sam Lerner,62
Jordan Carlos,31
Nick Gomez,347
Don Stark,181
Sarah Solemani,99
David Ramsey,677
James Russo,383
Jeff DeRocker,2
Peter Wingfield,177
Gigi Rice,69
Serena Scott Thomas,175
Scott Wolf,376
Marko Zaror,99
Jackie Burroughs,86
Karin Konoval,81
Victoria Learn,9
Tyrone Benskin,228
Virginie Ledoyen,413
Caitlyn Jenner,161
Brent Anderson,400
Matthew Walker,2
Toni Braxton,231
Melvil Poupaud,188
Rosalind Ayres,101
Chi Chung Lam,3
Marie-Anne Chazel,11
Ewen Solon,9
Tom Conti,181
Elea Oberon,51
Andy On,60
Kevin McGowan,7
Jacqueline Lovell,53
Alan David,7
Martina Gedeck,155
Joe Turkel,413
J.J. Cohen,459
Hope Olaide Wilson,256
Cabrina Collesides,319
Kelli Barrett,110
David Moscow,306
Paul 'Pauly D' DelVecchio,211
Miyu Irino,7
Terence Yin,30
Alice Greczyn,630
Stephen Boyd,102
Dante Brown,505
Margaret Tracey,0
Tracy Letts,85
Pedro Miguel Arce,233
Chester,6
JR Bourne,457
Bree Turner,489
Joey Fatone,261
Fran Kranz,557
Collins Pennie,458
Mario Monicelli,148
Andrew Dice Clay,218
Nicollette Sheridan,341
Martin Balsam,191
Dan Bakkedahl,59
Grace Jones,406
Freddie Jones,124
Ethan Stiefel,111
Timothée Chalamet,85
Kevin G. Schmidt,362
Michael Horse,102
John McMartin,101
Frankie Valli,197
Kellie Martin,371
Kim Chan,45
Albert Salmi,94
Paul Sparks,201
Sam Reid,212
Leonie Benesch,16
James Cullen Bressack,161
Nick Cassavetes,415
Lars Ulrich,151
Katharina Schüttler,30
Joseph Pilato,83
Kevork Malikyan,69
Luis Rosado,129
Hakeem Kae-Kazim,242
Vondie Curtis-Hall,170
Rob Campbell,50
Eric Sykes,83
Theodore Bikel,244
Jay Chandrasekhar,422
Erik Knudsen,583
Diana Maria Riva,89
Shad Moss,826
Malika,104
Ben Platt,746
Megyn Price,323
Caroll Spinney,142
Ellen Sandweiss,58
Conrad Coates,66
Clyde Kusatsu,161
Jake Wood,96
Gerard McSorley,71
Carlos Bardem,55
Chris Andrew Ciulla,215
Mary Mouser,168
Paul Winfield,255
Tim Williams,62
Griffin Dunne,165
Laurence Fox,281
Samm Levine,433
Harley Jane Kozak,62
Mark Walters,35
Rachel Brosnahan,389
Finn Ireland,107
Sergi López,250
Kamel Krifa,51
Tsianina Joelson,95
Cynthia Stevenson,271
Ruby Jerins,238
Trent Ford,258
Brian Keith,316
Shannon Tweed,322
Robin Weigert,295
Michel Galabru,27
Ivan Sergei,613
Conrad Kemp,44
Miranda Otto,567
Tommy Karlsen,15
Charles Aznavour,125
William Shockley,518
Michel Muller,17
Adrian Pasdar,555
Sihung Lung,5
Ara Celi,158
Hugh O'Brian,247
Jason Wiles,260
Kyung-gu Sol,13
Allen Leech,305
Isabelle Nélisse,250
Grasie Mercedes,27
Glenn Shadix,217
Jessica Raine,259
Dororthy Thorton,2
William Petersen,883
Martha MacIsaac,616
André the Giant,594
Russ Tamblyn,228
Kali Rocha,106
Ser'Darius Blain,100
Mitchell Ryan,141
Kurt Loder,162
Jason Spevack,125
Nina Hartley,170
Joss Ackland,232
Angelo Anthony Pizza,619
Geneviève Bujold,159
Homayoun Ershadi,123
Larry Mullen Jr.,44
Adam Copeland,377
Sandra Nelson,65
Shirley Douglas,47
Chris Bruno,186
Michael Michele,274
Marla Sokoloff,612
Estelle Parsons,224
Eric Godon,39
Conleth Hill,386
Guillermo Arriaga,289
Chris Geere,220
Mac McDonald,25
Mike Muscat,90
Amber Marie Bollinger,46
Rudolf Klein-Rogge,18
Dany Verissimo-Petit,58
Satoshi Tsumabuki,56
Nataliya Vdovina,9
Conrad Dunn,40
